Product Name,Category,Specification,Price,Detailed Features
"Apple MacBook Air 13"" Laptop with M2 Chip - Midnight",computers/laptops,"24GB RAM - 512GB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera - Works with iPhone & iPad","2,292.00",
"Dell Latitude 5000 Series 5450 Business Laptop 14"" FHD",computers/laptops,Intel Core Ultra 7 155U - 16GB RAM - 512GB SSD - Win 11 Pro - 1Y PB Warranty,"2,293.24","Always camera ready
Look your best on conference calls thanks to simultaneous multi-exposure High Dynamic Range (HDR). HDR technology takes several pictures simultaneously and blends them to accurately capture image detail in challenging lighting conditions, such as windowed offices and conference rooms.
  AI performance at your fingertips

The Intel® Core™ Ultra processor combined with Intel vPro® delivers a secure hardware platform, with premium performance and optimised power efficiency, ready to handle the next generation of AI workloads, and the versatile management options that businesses require to stay ahead of the game."
"HP EliteBook 660 G11 Business Laptop 16"" WUXGA",computers/laptops,Intel Core Ultra 5 125U - 32GB RAM - 1TB SSD - Win 11 Pro - 3Y NBD Onsite Warranty - AX WiFi 6E + BT5.3 - FPR - IR Cam,"2,296.55",
"HP OmniBook X 14-fe1000QU 14"" 2.2K Touch Copilot+ PC",computers/laptops,8 Cores Qualcomm Snapdragon X Plus - 16GB RAM - 512GB SSD - Qualcomm Adreno GPU - Win 11 Home - 1Y Warranty - WiFi 7 & BT 5.4 - IR Webcam - USB-C (PD & DP1.4),"2,299.00",
"Apple MacBook Air 13"" Laptop with M2 Chip - Starlight",computers/laptops,"24GB RAM - 512GB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera - Works with iPhone & iPad - 35W Dual USB-C Charger","2,299.00",
"Apple MacBook Air 13"" Laptop with M2 Chip - Space Grey",computers/laptops,"24GB RAM - 512GB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera - Works with iPhone & iPad - 35W Dual USB-C Charger","2,299.00",
"Apple MacBook Air 13"" Laptop with M2 Chip - Silver",computers/laptops,"24GB RAM - 512GB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera - Works with iPhone & iPad - 35W Dual USB-C Charger","2,299.00",
"HP EliteBook x360 830 G11 Flip Business Laptop 13.3"" FHD BV 400nits Touch",computers/laptops,Intel Core Ultra 5 125U - 16GB RAM - 256GB SSD - AX WiFi 6E + BT5.3 - Wacom Pen - FPR - IR Cam - Win 11 Pro - 3Y NBD Onsite Warranty,"2,300.00",
"HP EliteBook 830 G11 13.3"" FHD AG 300nits Touch Business Laptop",computers/laptops,Intel Core U5-135U - vPro - 16GB RAM - 256GB SSD - AX WiFi 6E + BT5.3 - FPR - IR Cam - Win 11 Pro - 3Y NBD Onsite Warranty,"2,300.00",
"Apple MacBook Air 15"" Laptop with M3 Chip - Starlight",computers/laptops,8GB Unified Memory - 512GB SSD - 8-Core CPU - 10-Core GPU - 16-Core Neural Engine - 15.3 Inch Liquid Retina Display with TrueTone - 35W Dual USB-C Charger,"2,300.00",
"Lenovo ThinkPad T16 G2 Business Laptop 16"" WUXGA",computers/laptops,AMD Ryzen 5 PRO 7545U - 16GB RAM - 512GB SSD - Win 11 Pro - 3Y Onsite Warranty,"2,312.74","Powered by up to Intel vPro with 13th Gen Intel Core processing, the ThinkPad T16 Gen 2 laptop boasts high performance and blazing-fast memory, storage, and connectivity-it will zip through even your demanding tasks. Choose from either the U or P Series processors. IT admins appreciate the convenience of remote deployment and manageability, while everyone can get behind the added security that comes with Intel vPro.
Recycled is the new chic
The ThinkPad T16 Gen 2 laptop features a number of sustainable components including post-consumer content recycled plastic in the enclosures for the speaker, battery, and AC adapter. Packaging is plastic-free with 90% recycled and/or sustainable content, and the manufacturing process uses low-temperature soldering. The Storm Grey models include certified recycled aluminum (50% top cover, 55% bottom cover). Both colors feature 90% magnesium on the C frame (surrounding keyboard)."
"HP ProBook 440 G11 Business Laptop 14"" WUXGA",computers/laptops,Intel Core Ultra 7 155U - 16GB RAM - 512GB SSD - Win 11 Pro - 1Y Onsite Warranty,"2,331.66",
"HP EliteBook 840 G10 Business Laptop 14"" WUXGA",computers/laptops,Intel Core i5-1335U - 32GB RAM - 512GB SSD - Win 11 Pro - AX WiFi 6E vPro + BT5.3 - 3Y NBD Onsite Warranty,"2,333.66",
"HP EliteBook 630 G11 Business Laptop 13.3"" WUXGA",computers/laptops,Intel Core Ultra 5 125U - 32GB RAM - 512GB SSD - Win 11 Pro - AX WiFi 6E + BT5.3 - 3Y NBD Onsite Warranty,"2,334.50",
Apple MacBook Air 13-inch Laptop with M4 Chip - Sky Blue,computers/laptops,"- 16GB Unified Memory - 512GB SSD - 10-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 12MP Center Stage Camera 35W USB-C Power Adapter","2,343.23",
Apple MacBook Air 13-inch Laptop with M4 Chip - Midnight,computers/laptops,"- 16GB Unified Memory - 512GB SSD - 10-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 12MP Center Stage Camera 35W USB-C Power Adapter","2,343.23",
Apple MacBook Air 13-inch Laptop with M4 Chip - Silver,computers/laptops,"- 16GB Unified Memory - 512GB SSD - 10-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 12MP Center Stage Camera 35W USB-C Power Adapter","2,343.23",
Apple MacBook Air 13-inch Laptop with M4 Chip - Starlight,computers/laptops,"- 16GB Unified Memory - 512GB SSD - 10-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 12MP Center Stage Camera 35W USB-C Power Adapter","2,343.23",
"HP ProBook 460 G11 Business Laptop 16"" WUXGA Touch",computers/laptops,Intel Core Ultra 7 155H - 32GB RAM - 1TB SSD - Win 11 Pro - 1Y Onsite Warranty,"2,352.90",
"MSI Katana 15 B13VFK-2070NZ RTX4060 Gaming Laptop 15.6"" QHD 165Hz",computers/laptops,Intel Core i7-13620H - 16GB RAM - 1TB SSD - Win 11 Home - WiFi 6E + BT5.2 - RGB Gaming Keyboard - USB-C & HDMI 2.1 - 1Y Warranty,"2,358.98",Katana 15 B13V
"Dell Latitude 5000 Series 5550 Business Laptop 15.6"" FHD",computers/laptops,Intel Core Ultra 7 165U - 16GB RAM - 512GB SSD - Win 11 Pro - 1Y Warranty,"2,368.45","AI performance at your fingertips
A new way of computing: The Intel® Core™ Ultra processor delivers the next generation of hybrid architecture for supercharged computing with a battery that lasts. Thanks to a three tier multi-processing unit, business users can manage complex workloads by sending the right task to the right engine at the right time. A CPU manages lightweight low-latency AI tasks, a GPU manages media and visual AI rendering, and an NPU, a dedicated AI engine, manages sustained AI and AI offload.
AI-accelerated apps: An NPU helps apps run fast and smooth for efficient:
- Collaboration: Use up to 38% less power when utilising AI-enhanced collaboration tools during Zoom calls.
- Creativity: 132% faster performance when running on-device AI photo editing on Adobe.
- Security: Detect malware with less than 1% CPU utilisation using CrowdStrike."
"HP ProBook 440 G11 Business Laptop 14"" FHD AG Touch",computers/laptops,Intel Core Ultra 7-155H - 16GB RAM - 512GB SSD - AX WiFi 6E + BT5.3 - FHD Cam - USB-C (PD & DP2.1) - HDMI2.1b - Backlit Keyboard - Win 11 Pro - 1Y Onsite Warranty,"2,384.79",
"Apple MacBook Air 13"" with M3 chip - Starlight",computers/laptops,16GB Memory - 512GB SSD - 8-Core CPU - 10-Core GPU - 16-Core Neural Engine - Backlit Magic Keyboard with Touch ID - US English - 35W Dual USB-C Port Compact Power Adapter,"2,399.00",
"MSI Sword 16 HX B14VFKG-467NZ 16"" FHD+ 144Hz RTX 4060 Gaming Laptop",computers/laptops,Intel Core i7-14650HX - 16GB DDR5 RAM - 1TB SSD - Win 11 Home - 1Y Warranty - AX WiFi6E + BT5.3 - Webcam - USB-C (PD & DP1.4) - HDMI2.1,"2,399.00",Sword 16 HX B14V
"MSI Commercial 14 H A13MG vPro-026NZ Business Laptop 14"" FHD+",computers/laptops,Intel Core i7-13700H - 32GB RAM - 1TB SSD - Win 11 Pro - AX Wi-Fi 6E + BT5.3 - 3Y Warranty - White Backlight Keyboard - FPR,"2,399.00","Commercial 14 H A13MG
- 13th Gen Intel® Core™ i7-13700H Processor
- Windows 11 Pro
- Up to Intel® Iris® Xe Graphics
- 14"" FHD+(1920x1200), 16:10, IPS-Level panel
- Ultimate Connectivity with Thunderbolt™ 4
- Enterprise-Grade Security safeguard your data
- Exclusive MSI Center takes optimization to the next level
Commercial 14 H A13MG - Be Green Be Productive"
"Lenovo ThinkPad L16 G1 Business Laptop 16"" WUXGA",computers/laptops,- Intel Core Ultra 7 155U - 16GB RAM - 512GB SSD - Win 11 Pro - 1Y Oniste Warranty,"2,403.01","Powered by Intel Core Ultra processors, the first generation of the 16"" ThinkPad L16 laptop taps into AI-assisted productivity like never before. Enjoy optimised performance with workloads pushed to dedicated AI engines, which means you can conveniently multitask - even when unplugged- moving from app to app, without worrying about depleting the battery. Bump up performance even more when you choose Intel vPro, which delivers multilayer security, reliable stability, and complete management for IT.
Increased Use of Recycled Materials
Even with all its productivity-enhancing features, this ThinkPad was designed with recycling in mind. We used recycled post-consumer content (PCC) in various components, including 90% in the speaker enclosure, 90% in the battery compartment, and 90% in the power adaptor. Keycaps use 70-80% PCC recycled plastic, while the keyboard frame relies on 60% PCC. The bottom cover uses 50% PCC and the display uses 50%. Plus, the packaging is 100% plastic-free and Forest Stewardship Council (FSC) certified."
"MSI Katana 15 B13VEK-2071NZ 15.6"" FHD 144Hz RTX4050 Gaming Laptop",computers/laptops,Intel Core i7-13620H - 32GB RAM - 1TB SSD - RTX 4050 6GB - AX WiFi 6E + BT5.2 - RGB Gaming Keyboard - USB-C & HDMI 2.1 - Win 11 Home - 1Y Warranty,"2,409.00",Katana 15 B13V
"ASUS Remanufactured Vivobook S15 OLED S5507QA 15.6"" 3K 120Hz Copilot+ PC",computers/laptops,12 Cores Qualcomm Snapdragon X Elite - 32GB RAM - 1TB SSD - Win 11 Home - BE WiFi 7 + BT5.4 - IR Cam - USB4.0 G3 (DP & PD) - HDMI2.1 TMDS - 1 Zone RGB Backlit Keyboard - /PB 1 yr warranty,"2,416.38","ASUS Vivobook S 15 - Your First ASUS Copilot+ PC
Meet your first ASUS Copilot+ PC - the ASUS Vivobook S 15, a sleek AI-powered laptop designed for smart users. With the efficient power of its Qualcomm® Snapdragon® X Elite Processor, enjoy up to 18 hours of seamless productivity. The 3K 120 Hz ultra-large OLED display and immersive audio system are encased in a premium all-metal 1.47 cm-thin, 1.42 kg-light body for effortless mobility. Featuring a mood-setting single-zone RGB keyboard, with a dedicated Copilot key for instant AI assistance, revolutionize your work and play. Welcome to an innovative and elegant future, where AI brings you to the forefront, with no compromises."
"ASUS Zenbook 14 OLED UX3405MA 14"" 3K Touch",computers/laptops,Intel Core Ultra 7 155H - 32GB RAM - 1TB SSD - Win 11 Home - AX WiFi 6E + BT5.3 - IR Cam - Thunderbolt4 (DP & PD) - HDMI2.1 TMDS - 1yr warranty,"2,419.17","ASUS Zenbook 14 OLED - New Zen with AI
Go the extra mile with the remarkably sleek Zenbook 14 OLED - the ultimate ultraportable laptop that takes sophistication to a whole new level. Seize every moment using the enhanced extended-life battery, amplify your efficiency with the top-tier Intel® Core™ Ultra processor Series 1 and Intel Arc™ graphics, and achieve seamless connectivity via all the essential ports. Immerse your senses in the vivid ASUS Lumina OLED touchscreen and powerful new Super-linear speakers, while embracing the eco-elegance of the environmentally conscious design.
  Mobility - Enjoy your freedom"
"Dynabook X40-K 14"" FHD Laptop",computers/laptops,Intel Core i7-1360P - 16GB RAM - 256GB SSD - Thunderbolt - Win 11 Pro - 3Y Warranty,"2,426.01","WITH GREAT POWER COMES GREAT PRODUCTIVITY
- Up to 13th Gen Intel® Core™ Processor for powerful performance
- Tested to MIL-STD-810H for enhanced durability
- 180° hinge design
- Comprehensive suite of prots with HDMI 2.0, built-in RJ45, USB-C to Type C ports with Thunderbolt™ 4
- Dynabook's own BIOS, Face recognition, Fingerprint REader for boosted security
- Support up to 2.0M FHD Webcam with AI-Enhanced camera features for booster collaborative sessions
- Integrated dual-array microphones with AI Noise Reduction helps improve overall call quality
- 17.9mm thin
- Lightweight at just 1.4kg"
Microsoft Surface Pro (11th Edition) Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - 13"" PixelSense Flow LCD Display - Win 11 Home","2,428.00",
Microsoft Surface Pro (11th Edition) Copilot+ PC - Black,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - 13"" PixelSense Flow LCD Display - Win 11 Home","2,428.00",
Microsoft Surface Pro (11th Edition) Copilot+ PC - Sapphire,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - 13"" PixelSense Flow LCD Display - Win 11 Home","2,428.00",
Microsoft Surface Pro (11th Edition) Copilot+ PC - Dune,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - 13"" PixelSense Flow LCD Display - Win 11 Home","2,428.00",
Apple MacBook Air 15-inch Laptop with M4 Chip - Midnight,computers/laptops,"- 16GB Unified Memory - 256GB SSD - 10-Core CPU - 10-Core GPU - 15.3"" Liquid Retina Display - Backlit Keyboard - 12MP Center Stage Camera - 35W USB-C Power Adapter","2,441.73",
Apple MacBook Air 15-inch Laptop with M4 Chip - Sky Blue,computers/laptops,"- 16GB Unified Memory - 256GB SSD - 10-Core CPU - 10-Core GPU - 15.3"" Liquid Retina Display - Backlit Keyboard - 12MP Center Stage Camera - 35W USB-C Power Adapter","2,441.73",
Apple MacBook Air 15-inch Laptop with M4 Chip - Starlight,computers/laptops,"- 16GB Unified Memory - 256GB SSD - 10-Core CPU - 10-Core GPU - 15.3"" Liquid Retina Display - Backlit Keyboard - 12MP Center Stage Camera - 35W USB-C Power Adapter","2,441.73",
Apple MacBook Air 15-inch Laptop with M4 Chip - Silver,computers/laptops,"- 16GB Unified Memory - 256GB SSD - 10-Core CPU - 10-Core GPU - 15.3"" Liquid Retina Display - Backlit Keyboard - 12MP Center Stage Camera - 35W USB-C Power Adapter","2,441.73",
Microsoft Surface Laptop (7th Edition) Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - 13.8"" HDR Touch Display - Win 11 Home","2,445.00",
Microsoft Surface Laptop (7th Edition) Copilot+ PC - Sapphire,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - 13.8"" HDR Touch Display - Win 11 Home","2,445.00",
Microsoft Surface Laptop (7th Edition) Copilot+ PC - Dune,computers/laptops,"Snapdragon X Plus (10 Core) - 16GB RAM - 512GB SSD - 13.8"" HDR Touch Display - Win 11 Home","2,445.00",
"ASUS Vivobook S15 OLED S5507QA 15.6"" 3K 120Hz Copilot+ PC",computers/laptops,12 Cores Qualcomm Snapdragon X Elite - 32GB RAM - 1TB SSD - Win 11 Home - BE WiFi 7 + BT5.4 - IR Cam - USB4.0 G3 (DP & PD) - HDMI2.1 TMDS - 1 Zone RGB Backlit Keyboard - 1Y Warranty,"2,456.94","ASUS Vivobook S 15 - Your First ASUS Copilot+ PC
Meet your first ASUS Copilot+ PC - the ASUS Vivobook S 15, a sleek AI-powered laptop designed for smart users. With the efficient power of its Qualcomm® Snapdragon® X Elite Processor, enjoy up to 18 hours of seamless productivity. The 3K 120 Hz ultra-large OLED display and immersive audio system are encased in a premium all-metal 1.47 cm-thin, 1.42 kg-light body for effortless mobility. Featuring a mood-setting single-zone RGB keyboard, with a dedicated Copilot key for instant AI assistance, revolutionize your work and play. Welcome to an innovative and elegant future, where AI brings you to the forefront, with no compromises."
"Apple MacBook Air 13"" Laptop with M2 Chip - CTO - - Starlight",computers/laptops,"16GB RAM - 1TB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera - Works with iPhone & iPad - 35W Dual USB-C Charger","2,459.00",
"Apple MacBook Air 13"" Laptop with M2 Chip - CTO - Silver",computers/laptops,"16GB RAM - 1TB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera - Works with iPhone & iPad - 35W Dual USB-C Charger","2,459.00",
"Apple MacBook Air 13"" Laptop with M2 Chip - CTO - - Midnight",computers/laptops,"16GB RAM - 1TB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera - Works with iPhone & iPad - 35W Dual USB-C Charger","2,459.00",
"Apple MacBook Air 13"" Laptop with M2 Chip - CTO - Space Grey",computers/laptops,"16GB RAM - 1TB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera - Works with iPhone & iPad - 35W Dual USB-C Charger","2,459.00",
"HP EliteBook 840 G10 Business Laptop 14"" WUXGA",computers/laptops,Intel Core i5-1335U - 32GB RAM - 1TB SSD - Win 11 Pro - AX WiFi 6E vPro + BT5.3 - 3Y NBD Onsite Warranty,"2,459.91",
Microsoft Surface Laptop (7th Edition) Copilot+ PC - Black,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 512GB SSD - 13.8"" HDR Touch Display - Win 11 Home","2,463.12",
"HP OmniBook 5 NG 16-ag1004AU 16"" WUXGA Touch",computers/laptops,AMD Ryzen AI 7 350 - 32GB RAM - 1TB SSD - Win 11 Home - 1Y Warranty - AX WiFi 6 + BT5.4,"2,463.84",
"Dell Latitude 5000 Series 5550 Business Laptop 15.6"" FHD AG",computers/laptops,Intel Core Ultra 7 155U - 16GB RAM - 512GB SSD - Win 11 Pro - WiFi+BT - 3Y ProSupport,"2,464.85","15-inch laptop for intelligent, scalable performance. Featuring Intel Core Ultra processors and FHD HDR camera options.
A new way of computing
The Intel Core Ultra processor delivers the next generation of hybrid architecture for supercharged computing with a battery that lasts. Thanks to a three tier multi-processing unit, business users can manage complex workloads by sending the right task to the right engine at the right time. A CPU manages lightweight low-latency AI tasks, a GPU manages media and visual AI rendering, and an NPU, a dedicated AI engine, manages sustained AI and AI offload.
AI-accelerated apps
An NPU helps apps run fast and smooth for efficient: Collaboration: Use up to 38% less power when utilising AI-enhanced collaboration tools during Zoom calls. Creativity: 132% faster performance when running on-device AI photo editing on Adobe. Security: Detect malware with less than 1% CPU utilisation using CrowdStrike. Copilot Hardware Key: Effortlessly jumpstart your workflow with the Copilot Hardware Key on your device, saving you time by providing quick access to the tools you need to start your workday."
"Lenovo ThinkPad X13 G5 13.3"" WUXGA Laptop",computers/laptops,Intel Ultra 5 125U - 16GB RAM - 512GB SSD - Win 11 Pro - 3Y Onsite Warranty,"2,473.11","Powered by Intel Core Ultra processors, the compact 13.3? ThinkPad X13 Gen 5 laptop taps into AI-assisted productivity like never before. Enjoy optimised performance with workloads pushed to dedicated AI engines, including the low-power neural processing unit (NPU) that enables you to do more, unplugged.
We've Got Your Back
Think you can't have peace of mind when it comes to digital security? Well, think again! The ThinkPad X13 Gen 5 laptop offers top-notch protection for your device and data against all kinds of threats. Just touch the power button with its nifty integrated fingerprint reader, and you're in - the system fires up in a flash. But it doesn't stop there. Our ThinkShield security boasts layers upon layers of hardware and software protection, from privacy alerts to encrypted files and everything in between. So go ahead, work hard, play harder, and leave the security to us!"
"HP EliteBook x360 830 G11 LTE Business Flip Laptop 13.3"" FHD BV 400nits Touch",computers/laptops,Intel Core U5-135U - vPro - 16GB RAM - 512GB SSD - Win 11 Pro - AX WiFi 6E + BT5.3 - Wacom Pen - FPR - IR Cam - 3Y NBD Onsite Warranty,"2,488.00",
"Lenovo ThinkPad T14s G5 14"" WUXGA Laptop",computers/laptops,Intel Core Ultra 5 125U - 16GB RAM - 512GB SSD - Win11 Pro - 3Y Onsite Warranty,"2,488.00","AI-driven Excellence & Performance
Boost your productivity on the 14? ThinkPad T14s Gen 5 laptop, driven by Intel® Core™ Ultra processor. Plus, AI-enabled features like background blur, voice focus, and automatic framing improve your video presence for better engagements.
  Visuals - Brighter & More Enhanced
Enjoy superb content quality on the 14"" ThinkPad T14s Gen 5 laptop. Its 3M optical solutions improve display efficiency, optimising brightness and power usage. Eyesafe® and TUV Low Blue Light certifications help prevent eye fatigue. The slim profile is available in the rich colours of Black and Grey."
"Lenovo ThinkPad X1 Carbon G11 14"" WUXGA Business Laptop",computers/laptops,Intel Core i5-1335U - 16GB RAM - 512GB SSD - Win 11 Pro - 3Y Onsite Warranty - IR Cam - Wi-Fi 6E + BT5.3,"2,492.89","Takes productivity to the next level
Co-engineered with Intel®, the Lenovo ThinkPad X1 Carbon Gen 11 meets Intel® Evo™ laptop design requirements, hardware specifications, and key user experience targets for consistent responsiveness, instant wake, all-day battery life, fast charging, and intelligent video conferencing. This  Intel® Evo™-certified device also includes Intel® Unison™ for seamless connectivity with your Android or iOS smart phone for calling, messaging, and file and photo sharing-all done from your laptop.
  Collaborating remotely never looked or sounded so good"
Microsoft Surface Laptop (7th Edition) Copilot+ PC - Platinum,computers/laptops,"Snapdragon X Elite (12 Core) - 16GB RAM - 256GB SSD - 15"" HDR Touch Display - Win 11 Home","2,499.00",
"ASUS Vivobook 16 V3607VU RTX 4050 Gaming Laptop 16"" WUXGA 144Hz",computers/laptops,Intel Core 7 240H - 32GB RAM - 1TB SSD - Win 11 Home - AX WiFi6 + BT5.3 - Webcam - USB-C (with PD & DP) - HDMI2.1 FRL,"2,499.00","ASUS V16 - Game On, Create Smart"
"MSI Katana 15 B13VEK-074NZ 15.6"" FHD 144Hz RTX4050 Gaming Laptop",computers/laptops,Intel Core i7-13620H - 32GB RAM - 1TB SSD - NVIDIA GeForce RTX 4050 6GB - AX WiFi 6 + BT5.2 - RGB Gaming Keyboard - USB-C & HDMI 2.1 - Win 11 Home - 2Y Warranty,"2,499.00",Katana 15/17 B13x Unboxing | MSI
"Apple MacBook Air 15"" Laptop with M3 Chip - Space Grey",computers/laptops,8GB Unified Memory - 512GB SSD - 8-Core CPU - 10-Core GPU - 16-Core Neural Engine - 15.3 Inch Liquid Retina Display with TrueTone - 35W Dual USB-C Charger,"2,499.00",
"Apple MacBook Air 13"" Laptop with M3 Chip - CTO - Starlight",computers/laptops,"16GB RAM - 1TB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera 35W Dual USB-C Power Adapter","2,499.00",
"Apple MacBook Air 15"" Laptop with M3 Chip - Silver",computers/laptops,8GB Unified Memory - 512GB SSD - 8-Core CPU - 10-Core GPU - 16-Core Neural Engine - 15.3 Inch Liquid Retina Display with TrueTone - 35W Dual USB-C Charger,"2,499.00",
"Dynabook Portege X40L-M 14"" WUXGA Laptop",computers/laptops,Intel Core U5-125H - 16GB RAM - 256GB SSD - Win 11 Pro - 3Y Warranty,"2,513.00","Dynabook Portege X40L-M 14"" WUXGA Laptop Intel Core U5-125H - 16GB RAM - 256GB SSD - Win 11 Pro - 3Y Warranty"
"Lenovo ThinkPad T14 G5 14"" WUXGA Laptop",computers/laptops,Intel Core Ultra 5 125U - 16GB RAM - 512GB SSD - Win11 Pro - 3Y Onsite Warranty,"2,524.00","AI-Driven Productivity - On the Go
Powered by Intel® Core™ Ultra processors, the 14"" ThinkPad T14 Gen 5 laptop taps into AI-assisted productivity like never before. Enjoy optimised performance with workloads pushed to dedicated AI engines, including the low-power neural processing unit (NPU) that enables you to do more, unplugged. And, fuel your efficiency with Windows Copilot, launched with a single keystroke, to adjust PC settings or switch between projects.
  Next-Level Viewing - Bold & Bright
Whether - watching or creating, experience superb content quality on the 14"" ThinkPad T14 Gen 5 laptop. Its 3M optical solutions boost display efficiency, maximising the brightness levels while reducing power usage. Certified for Eyesafe® and T�V Low Blue Light protection, it prevents eye fatigue during long work hours. Moreover, it's slim, lightweight, and comes in two elegant colours Black and Grey to match your personal style."
"Apple MacBook Air 13"" Laptop with M3 Chip - Starlight",computers/laptops,"24GB RAM - 512GB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera 35W Dual USB-C Power Adapter","2,545.00",
"Apple MacBook Air 13"" Laptop with M3 Chip - Space Grey",computers/laptops,"24GB RAM - 512GB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera 35W Dual USB-C Power Adapter","2,545.00",
"Apple MacBook Air 13"" Laptop with M3 Chip - Silver",computers/laptops,"24GB RAM - 512GB SSD - 8-Core CPU - 10-Core GPU - 13.6"" Liquid Retina Display - Backlit Keyboard - 1080p FaceTime HD Camera 35W Dual USB-C Power Adapter","2,545.00",
"Dell Latitude 5000 Series 5450 Business Laptop 14"" FHD",computers/laptops,Intel Core Ultra 7 155U - 32GB RAM - 512GB SSD - Win 11 Pro - 1Y PB Warranty,"2,559.82","Always camera ready
Look your best on conference calls thanks to simultaneous multi-exposure High Dynamic Range (HDR). HDR technology takes several pictures simultaneously and blends them to accurately capture image detail in challenging lighting conditions, such as windowed offices and conference rooms.
  AI performance at your fingertips

The Intel® Core™ Ultra processor combined with Intel vPro® delivers a secure hardware platform, with premium performance and optimised power efficiency, ready to handle the next generation of AI workloads, and the versatile management options that businesses require to stay ahead of the game."
"ASUS Vivobook S 14 OLED S5406SA 14"" 3K 120Hz OLED",computers/laptops,Intel Core Ultra 7 258V - 32GB RAM - 1TB SSD - Win 11 Home - BE WiFi7 + BT5.4 - Thunderbolt4 (with PD & DP) - HDMI2.1 TMDS - MicroSD Reader - 1yr warranty,"2,566.63","ASUS Vivobook S 14 - Simply Slim, Simply Stunning
The ASUS Vivobook S 14 elevates your laptop encounter, harmoniously blending advanced technology with a clean, minimalist design. It showcases the power of up to Intel® Core™ Ultra 7 processor (Series 2) for exceptional performance, a dedicated Copilot key for more AI exploration, a svelte 1.3 kg construction, a substantial 27-hour battery life, and a captivating 3K ASUS Lumina OLED screen. It also includes an ergonomically designed keyboard with vibrant RGB backlighting, a generously sized touchpad, and an ASUS AiSense camera. This laptop is the perfect companion for modern life."
"HP EliteBook 840 G11 LTE Business Laptop 14"" FHD AG 300nits Touch",computers/laptops,Intel Core U7-155U - 16GB RAM - 256GB SSD - Win 11 Pro - AX WiFi 6E + BT5.3 - FPR - IR Cam - 3Y NBD Onsite Warranty,"2,570.58",
"HP ZBook Firefly 16 G11 Mobile Workstation 16"" WUXGA Touch",computers/laptops,Intel Core Ultra 7 155H - 16GB RAM - 512GB SSD - Win 11 Pro - AX WiFi 6E + BT5.3 - FPR - IR Webcam - 3Y NBD Onsite Warranty,"2,581.11",
"Dynabook Portege X40L-M 14"" WUXGA Laptop",computers/laptops,Intel Core U5-125H - 16GB RAM - 512GB SSD - Win 11 Pro - 3Y Warranty,"2,582.00","Dynabook Portege X40L-M 14"" WUXGA Laptop Intel Core U5-125H - 16GB RAM - 512GB SSD - Win 11 Pro - 3Y Warranty"
"HP Elitebook Ultra G1 14"" 2.2K Copilot+ PC",computers/laptops,12 Cores Qualcomm Snapdragon X Elite - 16GB RAM - 512GB SSD - Qualcomm Adreno GPU - Win 11 Pro - 3Y Onsite Warranty - WiFi & BT - IR Webcam - USB-C (PD & DP1.4),"2,586.00",
"Apple MacBook Air 15"" Laptop with M3 Chip - Midnight",computers/laptops,8GB Unified Memory - 512GB SSD - 8-Core CPU - 10-Core GPU - 16-Core Neural Engine - 15.3 Inch Liquid Retina Display with TrueTone - 35W Dual USB-C Charger,"2,586.00",
